Date,Price,Open,High,Low,Volume,Chg%,USD,GBP,EURO,Date,Price_Nifty,Open_Nifty,High_Nifty,Low_Nifty,Vol._Nifty,Change %_Nifty,Price_Sensex,Open_Sensex,High_Sensex,Low_Sensex,Vol._Sensex,Change %_Sensex
2020-06-29,48194,48420,48513,48080,3740,-0.35,17.905,14.53,15.86,2020-06-30,"10,302.10","10,382.60","10,401.05","10,267.35",556.24M,-0.10%,"34,915.80","35,168.30","35,233.91","34,812.80",18.54M,-0.13%
2020-06-26,48363,48030,48431,47825,26210,0.86,17.83,14.36,15.88,2020-06-29,"10,312.40","10,311.95","10,337.95","10,223.60",574.54M,-0.68%,"34,961.52","34,926.95","35,032.36","34,662.06",18.33M,-0.60%
2020-06-25,47952,48048,48147,47830,28160,-0.32,17.53,14.09,15.64,2020-06-26,"10,383.00","10,378.90","10,409.85","10,311.25",671.91M,0.91%,"35,171.27","35,144.78","35,254.88","34,910.34",24.78M,0.94%
2020-06-24,48105,48019,48421,47969,42480,-0.17,17.855,14.26,15.79,2020-06-25,"10,288.90","10,235.55","10,361.80","10,194.50",994.19M,-0.16%,"34,842.10","34,525.39","35,081.61","34,499.78",24.56M,-0.08%
2020-06-23,48186,47899,48227,47726,35720,0.57,17.81,14.3,15.78,2020-06-24,"10,305.30","10,529.25","10,553.15","10,281.95",854.80M,-1.58%,"34,868.98","35,679.74","35,706.55","34,794.93",26.64M,-1.58%
2020-06-22,47912,47999,48259,47792,42280,0.01,17.86,14.42,15.93,2020-06-23,"10,471.00","10,347.95","10,484.70","10,301.75",669.20M,1.55%,"35,430.43","35,015.73","35,482.16","34,843.69",25.21M,1.49%
2020-06-19,47907,47300,47938,47300,37640,1.22,17.525,14.15,15.64,2020-06-22,"10,311.20","10,318.75","10,393.65","10,277.60",685.39M,0.65%,"34,911.32","34,892.03","35,213.52","34,794.40",25.11M,0.52%
2020-06-18,47328,47290,47550,47130,39880,0.02,17.615,14.08,15.65,2020-06-19,"10,244.40","10,119.00","10,272.40","10,072.65",892.10M,1.51%,"34,731.73","34,335.38","34,848.37","34,136.39",27.85M,1.53%
2020-06-17,47320,47363,47453,47020,35350,-0.45,17.47,13.9,15.54,2020-06-18,"10,091.65","9,863.25","10,111.20","9,845.05",622.90M,2.13%,"34,208.05","33,371.52","34,276.01","33,371.52",21.22M,2.09%
2020-06-16,47534,47200,47610,46974,46860,1.14,17.41,13.76,15.39,2020-06-17,"9,881.15","9,876.70","10,003.60","9,833.80",685.42M,-0.33%,"33,507.92","33,438.31","33,933.66","33,332.96",20.22M,-0.29%
2020-06-15,46999,47200,47242,46569,42280,-0.69,17.085,13.66,15.19,2020-06-16,"9,914.00","10,014.80","10,046.15","9,728.50",899.89M,1.02%,"33,605.22","33,853.72","34,022.01","32,953.30",27.42M,1.13%
2020-06-12,47325,47400,47493,47073,40800,-0.17,17.625,13.97,15.6,2020-06-15,"9,813.70","9,919.35","9,943.35","9,726.35",716.05M,-1.60%,"33,228.80","33,670.55","33,670.55","32,923.74",18.37M,-1.63%
2020-06-11,47405,46767,47630,46767,53470,1.66,17.875,14.09,15.72,2020-06-12,"9,972.90","9,544.95","9,996.05","9,544.35",796.31M,0.72%,"33,780.89","32,436.69","33,856.27","32,348.10",23.04M,0.72%
2020-06-10,46629,46614,46923,46502,34600,0.07,17.715,13.87,15.59,2020-06-11,"9,902.00","10,094.10","10,112.05","9,885.05",715.45M,-2.12%,"33,538.37","34,214.69","34,219.39","33,480.42",20.95M,-2.07%
2020-06-09,46595,46070,46666,45962,41710,1.05,17.63,13.95,15.63,2020-06-10,"10,116.15","10,072.60","10,148.75","10,036.85",632.38M,0.69%,"34,247.05","34,029.14","34,350.17","33,949.46",15.47M,0.86%
2020-06-08,46110,45800,46175,45772,39330,-0.51,17.63,13.95,15.64,2020-06-09,"10,046.65","10,181.15","10,291.15","10,021.45",754.22M,-1.19%,"33,956.69","34,520.79","34,811.29","33,881.19",19.24M,-1.20%
2020-06-05,46346,46750,46805,46100,60,-0.93,17.58,13.9,15.51,2020-06-08,"10,167.45","10,326.75","10,328.50","10,120.25",936.49M,0.25%,"34,370.58","34,841.17","34,927.80","34,211.83",25.68M,0.24%
2020-06-04,46781,46399,47125,46235,80,1.25,17.75,14.16,15.84,2020-06-05,"10,142.15","10,093.80","10,177.80","10,040.75",987.12M,1.13%,"34,287.24","34,198.55","34,405.43","33,958.02",24.63M,0.90%
2020-06-03,46203,46750,46851,46150,180,-1.27,17.86,14.19,15.94,2020-06-04,"10,029.10","10,054.25","10,123.85","9,944.25",775.11M,-0.32%,"33,980.70","34,072.50","34,310.14","33,711.24",17.90M,-0.38%
2020-06-02,46796,47090,47375,46753,220,-0.47,18.27,14.55,16.36,2020-06-03,"10,061.55","10,108.30","10,176.20","10,035.55",794.66M,0.83%,"34,109.54","34,185.41","34,488.69","34,027.50",18.38M,0.84%
2020-06-01,47018,46900,47299,46702,2009,0.34,18.16,14.66,16.35,2020-06-02,"9,979.10","9,880.85","9,995.60","9,824.05",770.19M,1.56%,"33,825.53","33,450.19","33,866.63","33,301.29",75.58M,1.57%
2020-05-29,46858,46579,46924,46468,24160,0.83,17.59,14.28,15.8,2020-06-01,"9,826.15","9,726.85","9,931.60","9,706.95",794.18M,2.57%,"33,303.52","32,906.05","33,673.83","32,876.55",22.87M,2.71%
2020-05-28,46474,46740,46930,46400,35540,-0.37,17.34,14.17,15.75,2020-05-29,"9,580.30","9,422.20","9,598.85","9,376.90",967.00M,0.95%,"32,424.10","32,041.29","32,480.52","31,823.80",37.05M,0.69%
2020-05-27,46647,46390,46698,45855,47490,0.55,17.19,13.94,15.6,2020-05-28,"9,490.10","9,364.95","9,511.25","9,336.50",837.91M,1.88%,"32,200.59","31,827.80","32,267.23","31,641.77",27.45M,1.88%
2020-05-26,46393,47047,47150,46302,41020,-1.19,17.3,14.06,15.79,2020-05-27,"9,314.95","9,082.20","9,334.00","9,004.25",763.49M,3.17%,"31,605.22","30,793.11","31,660.60","30,525.68",20.53M,3.25%
2020-05-22,47057,46420,47118,46420,42900,1.38,17.0,13.95,15.59,2020-05-26,"9,029.05","9,099.75","9,161.65","8,996.65",654.96M,-0.11%,"30,609.30","30,864.27","31,086.70","30,512.14",188.28M,-0.21%
2020-05-21,46417,46944,46980,46265,40760,-1.51,17.205,14.07,15.66,2020-05-22,"9,039.25","9,067.90","9,149.60","8,968.55",675.76M,-0.74%,"30,672.59","30,822.78","31,107.91","30,474.88",20.61M,-0.84%
2020-05-20,47129,47165,47380,46850,40320,0.2,17.47,14.24,15.95,2020-05-21,"9,106.25","9,079.45","9,178.55","9,056.10",631.54M,0.44%,"30,932.90","30,904.29","31,188.79","30,765.32",15.51M,0.37%
2020-05-19,47036,46656,47180,46463,47800,0.82,17.12,13.98,15.61,2020-05-20,"9,066.55","8,889.15","9,093.80","8,875.35",622.31M,2.11%,"30,818.61","30,159.59","30,878.31","30,157.75",16.14M,2.06%
2020-05-18,46652,47500,47965,46550,65730,-1.48,17.35,14.31,16.05,2020-05-19,"8,879.10","8,961.70","9,030.35","8,855.30",762.15M,0.63%,"30,196.17","30,450.74","30,739.96","30,116.82",18.75M,0.56%
2020-05-15,47352,46490,47420,46480,51030,1.55,16.25,13.32,15.03,2020-05-18,"8,823.25","9,158.30","9,158.30","8,806.75",772.98M,-3.43%,"30,028.98","31,248.26","31,248.26","29,968.45",19.47M,-3.44%
2020-05-14,46631,46020,46735,46020,47990,1.41,15.53,12.73,14.39,2020-05-15,"9,136.85","9,182.40","9,182.40","9,050.00",575.86M,-0.06%,"31,097.73","31,296.28","31,296.28","30,770.48",13.00M,-0.08%
2020-05-13,45983,45634,46087,45527,41420,0.76,15.56,12.65,14.32,2020-05-14,"9,142.75","9,213.95","9,281.10","9,119.75",602.56M,-2.57%,"31,122.89","31,466.33","31,630.94","31,052.65",15.20M,-2.77%
2020-05-12,45635,45821,45970,45551,37850,-0.33,15.485,12.54,14.29,2020-05-13,"9,383.55","9,584.20","9,584.50","9,351.10",846.40M,2.03%,"32,008.61","32,841.87","32,845.48","31,901.92",18.42M,2.03%
2020-05-11,45785,45842,45980,45609,39590,-0.08,15.445,12.54,14.28,2020-05-12,"9,196.55","9,168.85","9,240.85","9,043.95",805.46M,-0.46%,"31,371.12","31,342.93","31,536.89","30,844.66",23.13M,-0.60%
2020-05-07,46147,45450,46222,45355,40800,1.67,14.98,12.11,13.88,2020-05-11,"9,239.20","9,348.15","9,439.90","9,219.95",704.65M,-0.13%,"31,561.22","32,030.34","32,301.58","31,500.87",18.07M,-0.26%
2020-05-06,45387,45700,45850,45330,37990,-0.33,15.075,12.18,13.95,2020-05-08,"9,251.50","9,376.95","9,382.65","9,238.20",609.05M,0.57%,"31,642.70","32,083.32","32,088.51","31,598.00",15.87M,0.63%
2020-05-05,45539,45400,45590,44768,230,-0.49,14.75,11.85,13.61,2020-05-07,"9,199.05","9,234.05","9,277.85","9,175.90",708.74M,-0.78%,"31,443.38","31,677.69","31,705.25","31,362.87",19.87M,-0.76%
2020-05-04,45762,45403,46090,45349,490,1.13,14.93,12.03,13.66,2020-05-06,"9,270.90","9,226.80","9,346.90","9,116.50",722.19M,0.71%,"31,685.75","31,577.63","31,970.84","31,158.75",19.21M,0.74%
2020-05-01,45251,44703,45380,44441,310,1.35,14.845,11.83,13.52,2020-05-05,"9,205.60","9,429.40","9,450.90","9,190.75",725.20M,-0.95%,"31,453.51","32,182.90","32,264.00","31,403.57",19.17M,-0.83%
2020-04-30,44647,45642,45761,44200,2130,-1.74,15.335,12.26,14.1,2020-05-04,"9,293.50","9,533.50","9,533.50","9,266.95",687.49M,-5.74%,"31,715.35","32,748.14","32,748.14","31,632.02",18.34M,-5.94%
2020-04-29,45439,46290,46308,45401,4780,-1.62,15.165,12.24,13.98,2020-04-30,"9,859.90","9,753.50","9,889.05","9,731.50",931.17M,3.21%,"33,717.62","33,381.19","33,887.25","33,354.93",21.08M,3.05%
2020-04-28,46188,46290,46333,45750,25390,-0.36,15.145,12.12,13.92,2020-04-29,"9,553.35","9,408.60","9,599.85","9,392.35",653.03M,1.84%,"32,720.16","32,311.04","32,897.59","32,171.65",15.95M,1.89%
2020-04-27,46353,46352,46673,46250,36810,-0.42,15.205,12.21,14.01,2020-04-28,"9,380.90","9,389.80","9,404.40","9,260.00",614.55M,1.06%,"32,114.52","32,101.91","32,199.91","31,661.34",15.61M,1.17%
2020-04-24,46550,46491,46850,46160,43750,0.16,15.315,12.4,14.2,2020-04-27,"9,282.30","9,259.70","9,377.10","9,250.35",512.79M,1.40%,"31,743.08","31,659.04","32,103.70","31,651.58",12.86M,1.33%
2020-04-23,46475,46499,46680,46171,42680,0.62,15.305,12.38,14.2,2020-04-24,"9,154.40","9,163.90","9,296.90","9,141.30",659.44M,-1.71%,"31,327.22","31,426.62","31,842.24","31,278.27",17.57M,-1.68%
2020-04-22,46189,45656,46290,45475,32759,1.78,14.91,12.06,13.71,2020-04-23,"9,313.90","9,232.35","9,343.60","9,170.15",666.65M,1.38%,"31,863.08","31,646.45","31,959.02","31,292.92",24.37M,1.54%
2020-04-21,45383,45735,46275,45100,31180,-0.75,14.97,12.14,13.82,2020-04-22,"9,187.30","9,026.75","9,209.75","8,946.25",734.38M,2.29%,"31,379.55","30,856.14","31,471.14","30,578.55",21.04M,2.42%
2020-04-20,45724,45400,45949,45265,24610,-0.29,15.15,12.15,13.94,2020-04-21,"8,981.45","9,016.95","9,044.40","8,909.40",655.12M,-3.03%,"30,636.71","30,836.19","30,900.12","30,378.26",19.67M,-3.20%
2020-04-17,45855,47005,47005,45400,32290,-2.86,15.16,12.18,13.99,2020-04-20,"9,261.85","9,390.20","9,390.85","9,230.80",726.36M,-0.05%,"31,648.00","32,056.19","32,056.47","31,490.26",17.21M,0.19%
2020-04-16,47203,46783,47290,46478,21660,1.09,15.5,12.41,14.25,2020-04-17,"9,266.75","9,323.45","9,324.00","9,091.35",684.20M,3.05%,"31,588.72","31,656.68","31,718.73","30,960.94",22.22M,3.22%
2020-04-15,46696,46499,46782,46030,26090,0.92,15.57,12.45,14.28,2020-04-16,"8,992.80","8,851.25","9,053.75","8,821.90",719.44M,0.76%,"30,602.61","30,095.51","30,800.20","30,016.17",16.86M,0.73%
2020-04-09,45279,44970,45330,44802,13160,0.75,15.175,12.2,13.97,2020-04-15,"8,925.30","9,196.40","9,261.20","8,874.10",879.15M,-0.76%,"30,379.81","31,277.11","31,568.36","30,222.07",23.62M,-1.01%
2020-04-08,44944,44762,45000,44650,12640,-0.22,15.065,12.21,13.86,2020-04-13,"8,993.85","9,103.95","9,112.05","8,912.40",643.97M,-1.30%,"30,690.02","31,195.72","31,195.72","30,474.15",16.14M,-1.51%
2020-04-07,45043,44000,46299,44000,20590,1.68,15.075,12.27,13.86,2020-04-09,"9,111.90","8,973.05","9,128.35","8,904.55",742.14M,4.15%,"31,159.62","30,571.19","31,225.20","30,420.22",18.77M,4.23%
2020-04-03,44298,44190,44400,43860,80,1.65,14.39,11.73,13.32,2020-04-08,"8,748.75","8,688.90","9,131.70","8,653.90",896.52M,-0.49%,"29,893.96","29,701.92","31,227.97","29,602.94",24.70M,-0.58%
2020-04-01,43578,42854,43645,42800,50,0.82,14.015,11.32,12.81,2020-04-07,"8,792.20","8,446.30","8,819.40","8,360.95",814.18M,8.76%,"30,067.21","28,898.36","30,157.65","28,602.31",21.87M,8.97%
2020-03-31,43225,44373,44399,43060,290,-1.5,13.93,11.27,12.73,2020-04-03,"8,083.80","8,356.55","8,356.55","8,055.80",697.03M,-2.06%,"27,590.95","28,623.53","28,639.12","27,500.79",18.91M,-2.39%
2020-03-30,43883,43200,44180,43200,920,0.67,14.055,11.32,12.7,2020-04-01,"8,253.80","8,584.10","8,588.10","8,198.35",506.34M,-4.00%,"28,265.31","29,505.33","29,505.98","28,073.43",18.00M,-4.08%
2020-03-27,43590,43520,43759,43035,20610,-0.09,14.315,11.71,13.01,2020-03-31,"8,597.75","8,529.35","8,678.30","8,358.00",712.66M,3.82%,"29,468.49","29,294.94","29,770.88","28,667.36",26.40M,3.62%
2020-03-26,43631,42400,43900,42000,34450,2.15,14.415,12.05,13.15,2020-03-30,"8,281.10","8,385.95","8,576.00","8,244.00",593.25M,-4.38%,"28,440.32","29,226.55","29,497.57","28,290.99",23.24M,-4.61%
2020-03-25,42713,42100,42889,41400,32140,2.01,13.965,11.75,12.92,2020-03-27,"8,660.25","8,949.10","9,038.90","8,522.90",801.45M,0.22%,"29,815.59","30,747.81","31,126.03","29,346.99",116.92M,-0.44%
2020-03-24,41873,41451,42176,40115,40080,1.35,13.625,11.61,12.55,2020-03-26,"8,641.45","8,451.00","8,749.05","8,304.90",865.59M,3.89%,"29,946.77","29,073.71","30,099.91","28,566.34",35.01M,4.94%
2020-03-23,41317,40668,41500,39820,43820,2.22,12.51,10.84,11.68,2020-03-25,"8,317.85","7,735.15","8,376.75","7,714.75",736.87M,6.62%,"28,535.78","26,499.81","28,790.19","26,359.91",141.50M,6.98%
2020-03-20,40419,40049,40987,39885,46770,1.33,12.63,10.75,11.8,2020-03-24,"7,801.05","7,848.30","8,036.95","7,511.10",738.43M,2.51%,"26,674.03","27,056.23","27,462.87","25,638.90",24.68M,2.67%
2020-03-19,39889,39700,40170,39121,49450,0.31,12.005,10.41,11.17,2020-03-23,"7,610.25","7,945.70","8,159.25","7,583.60",653.54M,-12.98%,"25,981.24","27,608.80","27,900.83","25,880.83",21.79M,-13.15%
2020-03-18,39764,40239,40480,39368,72460,-1.28,12.42,10.43,11.32,2020-03-20,"8,745.45","8,284.45","8,883.00","8,178.20",1.07B,5.83%,"29,915.96","28,460.82","30,418.20","27,932.67",32.11M,5.75%
2020-03-17,40279,39750,40950,38700,82570,1.85,12.44,10.28,11.31,2020-03-19,"8,263.45","8,063.30","8,575.45","7,832.55",925.72M,-2.42%,"28,288.23","27,773.36","29,370.53","26,714.46",33.15M,-2.01%
2020-03-16,39548,40802,41291,38419,106920,-2.07,12.965,10.53,11.58,2020-03-18,"8,468.80","9,088.45","9,127.55","8,407.05",1.52B,-5.56%,"28,869.51","30,968.84","31,101.77","28,613.05",31.29M,-5.59%
2020-03-13,40382,42000,42085,40155,66620,-4.35,15.77,12.6,14.14,2020-03-17,"8,967.05","9,285.40","9,403.80","8,915.60",935.62M,-2.50%,"30,579.09","31,611.57","32,047.98","30,394.94",21.53M,-2.58%
2020-03-12,42217,43311,43615,41601,75050,-2.58,16.525,12.98,14.71,2020-03-16,"9,197.40","9,587.80","9,602.20","9,165.10",897.73M,-7.61%,"31,390.07","33,103.24","33,103.24","31,276.30",18.14M,-7.96%
2020-03-11,43334,43690,43838,43270,35130,-0.82,17.02,13.18,15.02,2020-03-13,"9,955.20","9,107.60","10,159.40","8,555.15",1.39B,3.81%,"34,103.48","31,214.13","34,769.48","29,388.97",32.59M,4.04%
2020-03-10,43694,44280,44280,43511,23910,-1.39,17.07,13.09,15.03,2020-03-12,"9,590.15","10,039.95","10,040.75","9,508.00",1.34B,-8.30%,"32,778.14","34,472.50","34,472.50","32,493.10",25.15M,-8.18%
2020-03-09,44308,44200,44740,43829,61170,0.48,16.885,12.89,14.78,2020-03-11,"10,458.40","10,334.30","10,545.10","10,334.00",1.22B,0.07%,"35,697.40","35,468.90","36,021.51","35,261.92",27.85M,0.18%
2020-03-06,44098,44200,44881,43407,76250,0.51,17.48,13.44,15.43,2020-03-09,"10,451.45","10,742.05","10,751.55","10,294.45",1.57B,-4.90%,"35,634.95","36,950.20","36,950.20","35,109.18",18.83M,-5.17%
2020-03-05,43874,43050,44255,43050,370,1.48,17.2,13.31,15.38,2020-03-06,"10,989.45","10,942.65","11,035.10","10,827.40",1.81B,-2.48%,"37,576.62","37,613.96","37,747.07","37,011.09",18.97M,-2.32%
2020-03-04,43235,43100,43649,43006,90,0.31,17.25,13.48,15.47,2020-03-05,"11,269.00","11,306.05","11,389.50","11,244.60",1.35B,0.16%,"38,470.61","38,604.25","38,887.80","38,386.68",13.50M,0.16%
2020-03-03,43100,42050,43277,41960,70,2.58,16.81,13.15,15.13,2020-03-04,"11,251.00","11,351.35","11,356.60","11,082.15",797.65M,-0.46%,"38,409.48","38,715.72","38,791.70","37,846.10",15.31M,-0.55%
2020-03-02,42017,43014,43014,41689,310,0.61,16.915,13.24,15.21,2020-03-03,"11,303.30","11,217.55","11,342.25","11,152.55",696.52M,1.53%,"38,623.70","38,480.89","38,754.24","38,142.30",10.64M,1.26%
2020-02-28,41763,42350,43000,41248,4470,-1.02,17.185,13.34,15.63,2020-03-02,"11,132.75","11,387.35","11,433.00","11,036.25",680.80M,-0.62%,"38,144.02","38,910.95","39,083.17","37,785.99",13.39M,-0.40%
2020-02-27,42193,42460,42735,42154,18400,-0.37,18.05,14.03,16.49,2020-02-28,"11,201.75","11,382.00","11,384.80","11,175.05",809.90M,-3.71%,"38,297.29","39,087.47","39,087.47","38,219.97",12.69M,-3.64%
2020-02-26,42349,42470,42735,42006,26970,-0.76,18.075,13.97,16.6,2020-02-27,"11,633.30","11,661.25","11,663.85","11,536.70",608.61M,-0.39%,"39,745.66","39,947.80","39,947.80","39,423.27",9.58M,-0.36%
2020-02-25,42675,43160,43200,42257,33280,-1.8,18.33,14.14,16.91,2020-02-26,"11,678.50","11,738.55","11,783.25","11,639.60",567.63M,-1.01%,"39,888.96","40,194.89","40,255.39","39,760.39",9.04M,-0.97%
2020-02-24,43456,42750,43585,42750,39100,2.22,18.775,14.56,17.36,2020-02-25,"11,797.90","11,877.50","11,883.05","11,779.90",461.00M,-0.27%,"40,281.20","40,497.72","40,536.00","40,220.59",7.26M,-0.20%
2020-02-21,42511,42000,42571,42000,19670,1.49,18.56,14.34,17.18,2020-02-24,"11,829.40","12,012.55","12,012.55","11,813.40",490.80M,-2.08%,"40,363.23","41,037.01","41,037.01","40,306.36",8.13M,-1.96%
2020-02-20,41886,41488,41987,41390,27950,1.02,18.385,14.28,17.03,2020-02-20,"12,080.85","12,119.00","12,152.00","12,071.45",502.60M,-0.37%,"41,170.12","41,334.96","41,399.93","41,134.31",8.39M,-0.37%
2020-02-19,41463,41400,41486,41230,19080,0.37,18.345,14.13,17.0,2020-02-19,"12,125.90","12,090.60","12,134.70","12,042.10",513.57M,1.11%,"41,323.00","41,121.51","41,357.16","41,048.93",5.60M,1.05%
2020-02-18,41311,40820,41343,40800,22270,1.54,17.885,13.72,16.52,2020-02-18,"11,992.50","12,028.25","12,030.75","11,908.05",676.85M,-0.44%,"40,894.38","41,042.46","41,042.46","40,610.95",12.31M,-0.39%
2020-02-17,40686,40826,40843,40660,11090,-0.47,17.8,13.68,16.42,2020-02-17,"12,045.80","12,131.80","12,159.60","12,037.00",455.19M,-0.56%,"41,055.69","41,324.04","41,420.34","41,030.58",6.86M,-0.49%
2020-02-14,40879,40489,40912,40489,15050,0.74,17.705,13.59,16.34,2020-02-14,"12,113.45","12,190.15","12,246.70","12,091.20",622.78M,-0.50%,"41,257.74","41,510.19","41,702.36","41,183.13",9.76M,-0.49%
2020-02-13,40580,40474,40625,40460,14930,0.38,17.64,13.59,16.25,2020-02-13,"12,174.65","12,219.55","12,225.65","12,139.80",501.19M,-0.22%,"41,459.79","41,707.21","41,709.30","41,338.31",9.12M,-0.26%
2020-02-12,40427,40352,40464,40251,14130,0.18,17.56,13.52,16.09,2020-02-12,"12,201.20","12,151.00","12,231.75","12,144.30",411.73M,0.77%,"41,565.90","41,330.85","41,671.86","41,330.85",9.55M,0.85%
2020-02-11,40353,40510,40510,40243,17790,-0.63,17.705,13.69,16.22,2020-02-11,"12,107.90","12,108.40","12,172.30","12,099.00",479.98M,0.64%,"41,216.14","41,183.39","41,444.34","41,179.14",7.68M,0.58%
2020-02-10,40607,40533,40635,40451,13040,0.11,17.785,13.76,16.24,2020-02-10,"12,031.50","12,102.35","12,103.55","11,990.75",524.71M,-0.55%,"40,979.62","41,166.72","41,172.06","40,798.98",15.22M,-0.39%
2020-02-07,40563,40345,40633,40232,19970,0.69,17.77,13.74,16.23,2020-02-07,"12,098.35","12,151.15","12,154.70","12,073.95",473.48M,-0.33%,"41,141.85","41,394.41","41,394.41","41,073.36",15.33M,-0.40%
2020-02-06,40287,40043,40345,39972,15610,0.18,17.765,13.71,16.15,2020-02-06,"12,137.95","12,120.00","12,160.60","12,084.65",565.12M,0.40%,"41,306.03","41,209.13","41,405.43","41,113.11",15.00M,0.40%
2020-02-05,40213,40690,40700,40100,40,0.39,17.62,13.5,15.98,2020-02-05,"12,089.15","12,005.85","12,098.15","11,953.35",758.03M,0.91%,"41,142.66","40,921.71","41,177.00","40,703.32",13.88M,0.87%
2020-02-04,40056,40618,40839,39750,100,-1.42,17.73,13.62,16.04,2020-02-04,"11,979.65","11,786.25","11,986.15","11,783.40",560.43M,2.32%,"40,789.38","40,178.74","40,818.94","40,117.46",15.33M,2.30%
2020-02-03,40633,41178,41178,40590,190,-1.13,17.77,13.61,16.06,2020-02-03,"11,707.90","11,627.45","11,749.85","11,614.50",669.82M,0.39%,"39,872.31","39,701.02","40,014.90","39,563.07",10.55M,0.34%
2020-01-31,41012,40490,41161,40490,1150,0.28,17.885,13.62,16.21,2020-02-01,"11,661.85","11,939.00","12,017.35","11,633.30",537.63M,-2.51%,"39,735.53","40,753.18","40,905.78","39,631.24",12.15M,-2.43%
2020-01-30,40897,40400,40990,40400,4950,1.43,17.725,13.55,16.08,2020-01-31,"11,962.10","12,100.40","12,103.55","11,945.85",771.28M,-0.61%,"40,723.49","41,146.56","41,154.49","40,671.01",11.52M,-0.47%
2020-01-29,40321,40100,40380,40023,13240,0.3,17.47,13.42,15.88,2020-01-30,"12,035.80","12,147.75","12,150.30","12,010.60",538.14M,-0.77%,"40,913.82","41,380.14","41,380.14","40,829.91",6.69M,-0.69%
2020-01-28,40200,40523,40561,40130,19400,-0.88,17.975,13.81,16.33,2020-01-29,"12,129.50","12,114.90","12,169.60","12,103.80",514.36M,0.61%,"41,198.66","41,131.57","41,334.86","41,108.19",7.77M,0.57%
2020-01-27,40557,40400,40721,40400,20090,0.58,18.295,13.98,16.6,2020-01-28,"12,055.80","12,148.10","12,163.55","12,024.50",478.48M,-0.52%,"40,966.86","41,299.68","41,333.25","40,869.75",9.85M,-0.46%
2020-01-24,40322,40139,40399,39929,23430,0.17,17.83,13.63,16.16,2020-01-27,"12,119.00","12,197.10","12,216.60","12,107.00",441.16M,-1.06%,"41,155.12","41,510.68","41,516.27","41,122.48",6.98M,-1.10%
2020-01-23,40255,39917,40274,39806,21340,0.91,17.6,13.41,15.87,2020-01-24,"12,248.25","12,174.55","12,272.15","12,149.65",593.24M,0.56%,"41,613.19","41,377.04","41,697.03","41,275.60",6.55M,0.55%
2020-01-22,39893,39813,39939,39736,15260,0.0,17.77,13.57,16.04,2020-01-23,"12,180.35","12,123.75","12,189.00","12,094.10",867.65M,0.61%,"41,386.40","41,191.50","41,413.96","41,098.91",9.94M,0.66%
2020-01-21,39892,40000,40150,39660,24670,-0.09,17.985,13.77,16.2,2020-01-22,"12,106.90","12,218.35","12,225.05","12,087.90",526.30M,-0.52%,"41,115.38","41,467.13","41,532.29","41,059.04",7.66M,-0.50%
2020-01-20,39927,39990,39990,39870,10010,0.02,18.055,13.9,16.29,2020-01-21,"12,169.85","12,195.30","12,230.05","12,162.30",443.98M,-0.45%,"41,323.81","41,487.57","41,532.59","41,294.30",8.92M,-0.49%
2020-01-17,39920,39749,39959,39684,15500,0.61,18.06,13.85,16.25,2020-01-20,"12,224.55","12,430.50","12,430.50","12,216.90",491.61M,-1.03%,"41,528.91","42,263.00","42,273.87","41,503.37",7.53M,-0.99%
2020-01-16,39676,39562,39762,39562,15820,0.2,18.01,13.79,16.14,2020-01-17,"12,352.35","12,328.40","12,385.45","12,321.40",502.06M,-0.03%,"41,945.37","41,929.02","42,063.93","41,850.29",9.45M,0.03%
2020-01-15,39598,39600,39699,39464,18190,0.39,17.85,13.72,16.01,2020-01-16,"12,355.50","12,347.10","12,389.05","12,315.80",395.67M,0.10%,"41,932.56","41,924.74","42,059.45","41,812.28",6.59M,0.14%
2020-01-14,39443,39500,39525,39280,19100,-0.25,17.77,13.67,15.97,2020-01-15,"12,343.30","12,349.40","12,355.15","12,278.75",684.35M,-0.15%,"41,872.73","41,969.86","41,969.86","41,648.11",6.14M,-0.19%
2020-01-13,39541,39801,39801,39510,20340,-0.77,17.985,13.87,16.17,2020-01-14,"12,362.30","12,333.10","12,374.25","12,308.70",616.26M,0.27%,"41,952.63","41,883.09","41,994.26","41,770.90",14.12M,0.22%
2020-01-10,39849,39721,39888,39550,26620,0.11,17.915,13.7,16.15,2020-01-13,"12,329.55","12,296.70","12,337.75","12,285.80",500.97M,0.59%,"41,859.69","41,788.21","41,899.63","41,720.76",10.57M,0.62%
2020-01-09,39806,40165,40165,39594,27520,-0.68,17.91,13.76,16.13,2020-01-10,"12,256.80","12,271.00","12,311.20","12,213.20",660.63M,0.33%,"41,599.72","41,568.20","41,775.11","41,447.80",13.17M,0.36%
2020-01-08,40078,40792,41270,39893,47710,-1.37,18.42,14.05,16.55,2020-01-09,"12,215.90","12,153.15","12,224.05","12,132.55",477.47M,1.58%,"41,452.35","41,216.67","41,482.12","41,175.72",7.80M,1.55%
2020-01-07,40635,40280,40666,40181,27470,0.46,18.145,13.8,16.23,2020-01-08,"12,025.35","11,939.10","12,044.95","11,929.60",445.99M,-0.23%,"40,817.74","40,574.83","40,866.36","40,476.55",18.20M,-0.13%
2020-01-06,40448,40250,41049,40250,33170,1.31,18.44,14.02,16.46,2020-01-07,"12,052.95","12,079.10","12,152.15","12,005.35",447.82M,0.50%,"40,869.47","40,983.04","41,230.14","40,727.37",11.87M,0.47%
