Date,Price,Open,High,Low,Volume,Chg%,USD,GBP,EURO,Date,Price_Nifty,Open_Nifty,High_Nifty,Low_Nifty,Vol._Nifty,Change %_Nifty,Price_Sensex,Open_Sensex,High_Sensex,Low_Sensex,Vol._Sensex,Change %_Sensex
2020-12-15,49416,48989,49522,48984,28740,1.02,24.215,18.1,19.91,2020-12-16,"13,682.70","13,663.10","13,692.35","13,606.45",462.15M,0.85%,"46,666.46","46,573.31","46,704.97","46,402.20",13.14M,0.87%
2020-12-14,48916,49255,49255,48659,29840,-0.79,23.855,17.77,19.62,2020-12-15,"13,567.85","13,547.20","13,589.65","13,447.05",497.60M,0.07%,"46,263.17","46,287.39","46,350.30","45,841.67",16.39M,0.02%
2020-12-11,49306,49102,49395,48903,26230,0.46,23.815,18.06,19.65,2020-12-14,"13,558.15","13,571.45","13,597.50","13,472.45",558.39M,0.33%,"46,253.46","46,284.70","46,373.34","45,951.53",18.42M,0.34%
2020-12-10,49081,49256,49470,48968,27640,-0.36,23.885,18.02,19.76,2020-12-11,"13,513.85","13,512.30","13,579.35","13,402.85",787.71M,0.26%,"46,099.01","46,060.32","46,309.63","45,706.22",26.25M,0.30%
2020-12-09,49256,49961,49961,49124,32650,-1.58,24.085,17.9,19.88,2020-12-10,"13,478.30","13,488.50","13,503.55","13,399.30",553.40M,-0.38%,"45,959.88","45,999.42","46,043.97","45,685.87",12.73M,-0.31%
2020-12-08,50049,50100,50122,49710,26650,0.25,24.475,18.38,20.21,2020-12-09,"13,529.10","13,458.10","13,548.90","13,449.60",502.60M,1.02%,"46,103.50","45,891.04","46,164.10","45,792.01",20.68M,1.09%
2020-12-07,49923,49376,49991,48867,31170,1.22,23.75,17.91,19.61,2020-12-08,"13,392.95","13,393.85","13,435.45","13,311.05",543.16M,0.28%,"45,608.51","45,568.80","45,742.23","45,335.17",18.21M,0.40%
2020-12-04,49322,49054,49606,47651,110,0.53,24.225,17.99,19.91,2020-12-07,"13,355.75","13,264.85","13,366.65","13,241.95",591.72M,0.73%,"45,426.97","45,099.92","45,458.92","45,024.47",18.69M,0.77%
2020-12-03,49061,49210,49334,48881,650,0.21,24.17,18.0,19.94,2020-12-04,"13,258.55","13,177.40","13,280.05","13,152.85",640.51M,0.95%,"45,079.55","44,665.91","45,148.28","44,665.91",27.64M,1.00%
2020-12-02,48959,48630,49080,48377,380,0.65,23.98,17.98,19.9,2020-12-03,"13,133.90","13,215.30","13,216.60","13,107.90",713.69M,0.15%,"44,632.65","44,902.02","44,953.01","44,551.42",30.67M,0.03%
2020-12-01,48641,48200,48937,47809,360,1.55,23.535,17.66,19.66,2020-12-02,"13,113.75","13,121.40","13,128.50","12,983.55",717.71M,0.04%,"44,618.04","44,729.52","44,729.64","44,169.97",16.02M,-0.08%
2020-11-30,47898,47889,48075,47526,2040,-0.6,22.15,16.58,18.48,2020-12-01,"13,109.05","13,062.20","13,128.40","12,962.80",583.63M,1.08%,"44,655.44","44,435.83","44,730.79","44,118.10",16.03M,1.15%
2020-11-27,48189,48587,48668,47879,23050,-0.84,23.135,17.37,19.4,2020-11-27,"12,968.95","13,012.05","13,035.30","12,914.30",1.16B,-0.14%,"44,149.72","44,325.03","44,407.28","43,995.41",15.75M,-0.25%
2020-11-26,48597,48600,48840,48495,19380,0.06,23.36,17.49,19.62,2020-11-26,"12,987.00","12,906.45","13,018.00","12,790.40",549.80M,1.00%,"44,259.74","43,967.59","44,361.78","43,582.40",14.61M,0.98%
2020-11-25,48568,48614,48981,48486,27980,-0.24,23.41,17.57,19.7,2020-11-25,"12,858.40","13,130.00","13,145.85","12,833.65",679.01M,-1.51%,"43,828.10","44,749.73","44,825.37","43,757.97",19.15M,-1.56%
2020-11-24,48683,49429,49429,48621,35190,-1.76,23.155,17.36,19.51,2020-11-24,"13,055.15","13,002.60","13,079.10","12,978.00",571.87M,1.00%,"44,523.02","44,341.19","44,601.63","44,247.12",17.94M,1.01%
2020-11-23,49555,50323,50400,49385,34510,-1.44,23.905,17.88,20.08,2020-11-23,"12,926.45","12,960.30","12,968.85","12,825.70",633.12M,0.52%,"44,077.15","44,164.17","44,271.15","43,747.22",17.80M,0.44%
2020-11-20,50279,50100,50491,50001,25040,0.43,24.165,18.2,20.35,2020-11-20,"12,859.05","12,813.40","12,892.45","12,730.25",664.00M,0.68%,"43,882.25","43,732.14","44,013.02","43,453.75",17.12M,0.65%
2020-11-19,50063,50242,50265,49830,31010,-0.62,23.98,18.09,20.26,2020-11-19,"12,771.70","12,839.50","12,963.00","12,745.75",768.75M,-1.29%,"43,599.96","43,902.24","44,230.00","43,518.11",24.14M,-1.31%
2020-11-18,50377,50680,50690,50108,30920,-0.84,24.315,18.31,20.48,2020-11-18,"12,938.25","12,860.10","12,948.85","12,819.35",731.32M,0.50%,"44,180.05","43,978.58","44,215.49","43,785.78",18.26M,0.52%
2020-11-17,50806,50880,51038,50727,21980,-0.13,24.63,18.56,20.74,2020-11-17,"12,874.20","12,932.50","12,934.05","12,797.10",707.68M,0.74%,"43,952.71","44,095.85","44,161.16","43,699.22",20.90M,0.72%
2020-11-16,50870,50948,51080,50111,22590,-0.15,24.265,18.37,20.5,2020-11-14,"12,780.25","12,823.35","12,828.70","12,749.45",107.87M,0.47%,"43,637.98","43,815.45","43,830.93","43,535.77",3.30M,0.45%
2020-11-13,50956,50636,51161,50636,23840,0.6,24.245,18.41,20.52,2020-11-13,"12,719.95","12,659.70","12,735.95","12,607.70",513.95M,0.23%,"43,443.00","43,298.92","43,522.25","43,053.37",24.38M,0.20%
2020-11-12,50652,50352,50847,50272,27720,0.84,24.215,18.4,20.5,2020-11-12,"12,690.80","12,702.15","12,741.15","12,624.85",622.02M,-0.46%,"43,357.19","43,291.89","43,543.96","43,127.55",14.47M,-0.54%
2020-11-11,50230,50542,50580,50010,31070,-0.65,24.21,18.25,20.57,2020-11-11,"12,749.15","12,680.60","12,769.75","12,571.10",880.48M,0.93%,"43,593.67","43,444.06","43,708.47","42,970.21",30.34M,0.73%
2020-11-10,50561,50150,50665,50150,36310,1.54,24.195,18.25,20.5,2020-11-10,"12,631.10","12,556.40","12,643.90","12,475.25",847.45M,1.36%,"43,277.65","42,959.25","43,316.44","42,660.09",28.70M,1.60%
2020-11-09,49795,52300,52530,49526,68550,-4.59,25.105,19.1,21.14,2020-11-09,"12,461.05","12,399.40","12,474.05","12,367.35",553.45M,1.61%,"42,597.43","42,273.97","42,645.33","42,263.64",24.30M,1.68%
2020-11-06,52190,51900,52490,51762,36600,0.56,25.78,19.62,21.7,2020-11-06,"12,263.55","12,156.65","12,280.40","12,131.85",576.84M,1.18%,"41,893.06","41,438.76","41,954.93","41,383.29",18.96M,1.34%
2020-11-05,51901,51115,52079,51035,380,2.11,24.57,18.8,20.81,2020-11-05,"12,120.30","12,062.40","12,131.10","12,027.60",632.45M,1.78%,"41,340.16","41,112.12","41,370.91","41,030.17",42.63M,1.78%
2020-11-04,50829,51375,51455,50790,930,-1.32,23.975,18.41,20.48,2020-11-04,"11,908.50","11,783.35","11,929.65","11,756.40",667.29M,0.80%,"40,616.14","40,171.71","40,693.51","40,076.47",20.88M,0.88%
2020-11-03,51509,51029,51572,50737,320,0.93,24.17,18.6,20.64,2020-11-03,"11,813.50","11,734.45","11,836.20","11,723.30",674.30M,1.24%,"40,261.13","39,990.75","40,354.73","39,952.79",21.35M,1.27%
2020-11-02,51032,50715,51068,50582,700,0.77,23.975,18.56,20.58,2020-11-02,"11,669.15","11,697.35","11,725.65","11,557.40",568.43M,0.23%,"39,757.58","39,880.38","39,968.03","39,334.92",15.35M,0.36%
2020-10-30,50641,50370,50790,50197,4860,0.73,23.625,18.19,20.24,2020-10-30,"11,642.40","11,678.45","11,748.95","11,535.45",553.67M,-0.24%,"39,614.07","39,779.82","39,988.25","39,241.87",12.05M,-0.34%
2020-10-29,50276,50444,50610,50122,21880,-0.41,23.015,17.78,19.66,2020-10-29,"11,670.80","11,633.30","11,744.15","11,606.45",554.96M,-0.50%,"39,749.85","39,537.17","40,010.83","39,524.25",19.51M,-0.43%
2020-10-28,50483,50915,51049,50306,27040,-0.98,23.925,18.47,20.39,2020-10-28,"11,729.60","11,922.60","11,929.40","11,684.85",704.02M,-1.34%,"39,922.46","40,664.35","40,664.35","39,774.60",29.43M,-1.48%
2020-10-27,50984,50999,51111,50766,20580,0.06,24.435,18.71,20.65,2020-10-27,"11,889.40","11,807.10","11,899.05","11,723.00",616.32M,1.03%,"40,522.10","40,199.08","40,555.60","39,978.39",13.90M,0.94%
2020-10-26,50953,50686,51100,50531,24720,0.26,24.28,18.6,20.54,2020-10-26,"11,767.75","11,937.40","11,942.85","11,711.70",519.82M,-1.36%,"40,145.50","40,649.76","40,724.40","39,948.29",10.09M,-1.33%
2020-10-23,50820,50801,51040,50659,22780,0.16,24.76,18.94,20.9,2020-10-23,"11,930.35","11,957.90","11,974.55","11,908.75",502.34M,0.28%,"40,685.50","40,728.39","40,811.12","40,590.90",12.40M,0.31%
2020-10-22,50741,51170,51186,50563,22820,-1.11,24.915,19.02,21.06,2020-10-22,"11,896.45","11,890.00","11,939.55","11,823.45",544.90M,-0.35%,"40,558.49","40,531.31","40,721.57","40,309.05",13.93M,-0.37%
2020-10-21,51313,51000,51398,50967,26660,0.74,25.02,19.15,21.1,2020-10-21,"11,937.65","11,958.55","12,018.65","11,775.75",623.66M,0.34%,"40,707.31","40,767.14","40,976.02","40,150.48",16.74M,0.40%
2020-10-20,50937,50688,50980,50551,23660,0.37,24.63,19.01,20.85,2020-10-20,"11,896.80","11,861.00","11,949.25","11,837.25",453.56M,0.20%,"40,544.37","40,420.29","40,732.01","40,305.59",12.09M,0.28%
2020-10-19,50751,50609,50970,50271,21200,0.29,24.84,19.11,21.11,2020-10-19,"11,873.05","11,879.20","11,898.25","11,820.40",541.42M,0.94%,"40,431.60","40,318.57","40,519.48","40,211.22",12.25M,1.12%
2020-10-16,50605,50666,50860,50521,20350,-0.33,24.36,18.9,20.79,2020-10-16,"11,762.45","11,727.40","11,789.75","11,667.85",555.76M,0.70%,"39,982.98","39,936.61","40,125.71","39,699.42",10.96M,0.64%
2020-10-15,50775,50480,50849,50356,28690,0.32,23.935,18.48,20.42,2020-10-15,"11,680.35","12,023.45","12,025.45","11,661.30",608.87M,-2.43%,"39,728.41","41,048.05","41,048.05","39,667.47",30.39M,-2.61%
2020-10-14,50614,50333,50771,50326,25030,0.61,24.175,18.67,20.6,2020-10-14,"11,971.05","11,917.40","11,997.20","11,822.15",569.24M,0.31%,"40,794.74","40,623.19","40,880.25","40,279.55",15.02M,0.42%
2020-10-13,50306,50980,51131,50231,33720,-1.68,24.935,19.1,21.15,2020-10-13,"11,934.50","11,934.65","11,988.20","11,888.90",458.30M,0.03%,"40,625.51","40,592.54","40,786.82","40,461.97",11.05M,0.08%
2020-10-12,51166,51000,51238,50984,21900,0.58,25.06,19.26,21.25,2020-10-12,"11,930.95","11,973.55","12,022.05","11,867.20",522.63M,0.14%,"40,593.80","40,716.95","40,905.49","40,387.40",17.59M,0.21%
2020-10-09,50872,50400,50988,50400,30470,1.26,24.315,18.8,20.6,2020-10-09,"11,914.20","11,852.05","11,938.60","11,805.20",611.08M,0.67%,"40,509.49","40,226.25","40,585.36","40,066.54",16.60M,0.81%
2020-10-08,50239,50115,50470,50000,29790,0.21,23.96,18.58,20.38,2020-10-08,"11,834.60","11,835.40","11,905.70","11,791.15",608.77M,0.82%,"40,182.67","40,204.32","40,468.88","40,062.23",14.38M,0.76%
2020-10-07,50133,50346,50437,49910,34580,-0.96,23.53,18.29,20.01,2020-10-07,"11,738.85","11,679.25","11,763.05","11,629.35",513.37M,0.66%,"39,878.95","39,633.19","39,968.04","39,450.82",15.02M,0.77%
2020-10-06,50617,50637,51058,50527,29170,-0.38,24.3,18.79,20.64,2020-10-06,"11,662.40","11,603.45","11,680.30","11,564.30",561.44M,1.38%,"39,574.57","39,336.34","39,623.76","39,191.10",11.27M,1.54%
2020-10-05,50809,50001,50871,50001,140,0.92,23.915,18.48,20.35,2020-10-05,"11,503.35","11,487.80","11,578.05","11,452.30",530.60M,0.76%,"38,973.70","38,956.78","39,263.85","38,819.89",15.48M,0.71%
2020-10-01,50345,50299,50465,50169,110,0.22,23.62,18.4,20.11,2020-10-01,"11,416.95","11,364.45","11,428.60","11,347.05",447.74M,1.51%,"38,697.05","38,410.20","38,738.89","38,410.20",12.91M,1.65%
2020-09-30,50232,50455,50500,50070,310,-0.74,23.725,18.5,20.26,2020-09-30,"11,247.55","11,244.45","11,295.40","11,184.55",499.34M,0.22%,"38,067.93","38,068.89","38,236.34","37,828.11",18.43M,0.25%
2020-09-29,50607,50096,50650,49925,470,1.36,23.835,18.53,20.38,2020-09-29,"11,222.40","11,288.60","11,305.40","11,181.00",498.30M,-0.05%,"37,973.22","38,176.86","38,235.94","37,831.35",10.63M,-0.02%
2020-09-28,49928,49499,50005,49212,8940,0.79,22.89,17.74,19.63,2020-09-28,"11,227.55","11,140.85","11,239.35","11,099.85",472.78M,1.60%,"37,981.63","37,756.25","38,035.87","37,544.05",13.59M,1.59%
2020-09-25,49539,49890,49922,49330,31360,-0.84,22.63,17.81,19.43,2020-09-25,"11,050.25","10,910.40","11,072.60","10,854.85",559.60M,2.26%,"37,388.66","36,991.89","37,471.17","36,730.52",13.48M,2.28%
2020-09-24,49959,49500,50038,49292,41420,0.77,22.22,17.42,19.08,2020-09-24,"10,805.55","11,011.00","11,015.30","10,790.20",706.14M,-2.93%,"36,553.60","37,282.18","37,304.26","36,495.98",13.87M,-2.96%
2020-09-23,49576,50350,50470,49510,42440,-1.74,23.595,18.55,20.15,2020-09-23,"11,131.85","11,258.75","11,259.55","11,024.40",714.93M,-0.20%,"37,668.42","38,124.94","38,140.07","37,313.09",15.03M,-0.17%
2020-09-22,50454,50637,50750,50190,36990,-0.11,24.3,18.9,20.67,2020-09-22,"11,153.65","11,301.75","11,302.20","11,084.65",672.25M,-0.86%,"37,734.08","38,200.71","38,209.97","37,531.14",15.32M,-0.79%
2020-09-21,50512,51734,51734,49872,53200,-2.42,26.36,20.5,22.37,2020-09-21,"11,250.55","11,503.80","11,535.25","11,218.50",602.85M,-2.21%,"38,034.14","38,812.69","38,990.76","37,938.53",15.82M,-2.09%
2020-09-18,51764,51598,51889,51515,26220,0.52,27.06,20.84,22.85,2020-09-18,"11,504.95","11,584.10","11,584.10","11,446.10",764.15M,-0.10%,"38,845.82","39,200.42","39,200.42","38,635.73",14.25M,-0.34%
2020-09-17,51498,51750,51750,51257,34620,-0.73,26.745,20.62,22.67,2020-09-17,"11,516.10","11,539.40","11,587.20","11,498.50",517.73M,-0.76%,"38,979.85","39,120.64","39,234.81","38,926.34",11.36M,-0.82%
2020-09-16,51876,51849,52135,51812,33870,0.11,27.38,21.12,23.07,2020-09-16,"11,604.55","11,538.45","11,618.10","11,516.75",527.80M,0.72%,"39,302.85","39,161.01","39,359.51","39,037.96",11.72M,0.66%
2020-09-15,51818,51880,52199,51620,35290,0.11,27.545,21.33,23.15,2020-09-15,"11,521.80","11,487.20","11,535.95","11,442.25",506.67M,0.71%,"39,044.35","38,904.67","39,102.25","38,753.68",11.62M,0.74%
2020-09-14,51759,51540,51885,51403,28810,0.71,26.885,20.88,22.64,2020-09-14,"11,440.05","11,540.15","11,568.90","11,383.55",642.27M,-0.21%,"38,756.63","39,073.51","39,230.16","38,573.17",14.71M,-0.25%
2020-09-11,51393,51557,51739,51305,29230,-0.85,26.875,20.95,22.66,2020-09-11,"11,464.45","11,447.80","11,493.50","11,419.90",554.79M,0.13%,"38,854.55","38,865.17","38,978.52","38,711.80",11.38M,0.04%
2020-09-10,51832,51426,51889,51315,33930,0.67,27.105,20.81,22.9,2020-09-10,"11,449.25","11,363.30","11,464.05","11,327.40",679.42M,1.52%,"38,840.32","38,516.88","38,878.25","38,367.07",16.46M,1.69%
2020-09-09,51486,51250,51536,50968,33440,0.1,26.535,20.52,22.57,2020-09-09,"11,278.00","11,218.60","11,298.15","11,185.15",728.88M,-0.35%,"38,193.92","37,988.56","38,252.67","37,935.26",13.98M,-0.45%
2020-09-08,51433,51000,51498,50714,44490,0.56,26.675,20.42,22.61,2020-09-08,"11,317.35","11,378.55","11,437.25","11,290.45",572.24M,-0.33%,"38,365.35","38,498.07","38,746.48","38,275.45",11.95M,-0.14%
2020-09-07,51149,50855,51284,50789,21050,0.83,26.83,20.4,22.7,2020-09-07,"11,355.05","11,359.60","11,381.15","11,251.70",560.32M,0.19%,"38,417.23","38,284.78","38,519.92","38,060.74",12.51M,0.16%
2020-09-04,50728,50980,50980,50501,140,-0.08,26.815,20.19,22.63,2020-09-04,"11,333.85","11,354.40","11,452.05","11,303.65",681.34M,-1.68%,"38,357.18","38,325.00","38,729.66","38,249.77",15.42M,-1.63%
2020-09-03,50768,50755,51022,50502,350,0.38,26.9,20.3,22.77,2020-09-03,"11,527.45","11,566.20","11,584.95","11,507.65",607.12M,-0.07%,"38,990.94","39,165.80","39,236.36","38,943.43",9.19M,-0.24%
2020-09-02,50577,51035,51160,50500,100,-0.86,27.705,20.73,23.36,2020-09-02,"11,535.00","11,478.55","11,554.75","11,430.40",593.49M,0.56%,"39,086.03","38,892.64","39,141.84","38,736.22",17.13M,0.48%
2020-09-01,51017,51533,51708,50966,1490,-0.16,28.885,21.44,24.09,2020-09-01,"11,470.25","11,464.30","11,553.55","11,366.90",783.77M,0.73%,"38,900.80","38,754.00","39,226.82","38,542.11",22.03M,0.71%
2020-08-28,51050,51000,51395,50551,31610,1.08,27.35,20.56,22.98,2020-08-31,"11,387.50","11,777.55","11,794.25","11,325.85",1.37B,-2.23%,"38,628.29","39,888.15","40,010.17","38,395.89",27.94M,-2.13%
2020-08-27,50507,51700,51721,50213,53540,-2.15,27.245,20.67,23.08,2020-08-28,"11,647.60","11,602.95","11,686.05","11,589.40",807.00M,0.76%,"39,467.31","39,264.48","39,579.58","39,235.03",22.48M,0.90%
2020-08-26,51619,51070,51749,50513,48630,1.34,26.395,20.07,22.35,2020-08-27,"11,559.25","11,609.30","11,617.35","11,540.60",719.78M,0.08%,"39,113.47","39,293.53","39,326.98","39,046.94",14.54M,0.10%
2020-08-25,50936,51508,51563,50860,39540,-0.87,26.495,20.18,22.4,2020-08-26,"11,549.60","11,512.85","11,561.75","11,461.85",743.44M,0.67%,"39,073.92","38,930.18","39,111.55","38,765.09",16.41M,0.59%
2020-08-24,51385,51959,52250,51266,47380,-1.27,26.885,20.49,22.72,2020-08-25,"11,472.25","11,513.10","11,525.90","11,423.35",638.15M,0.05%,"38,843.88","38,948.46","39,008.89","38,679.67",15.73M,0.12%
2020-08-21,52045,52400,52598,51355,59160,-0.49,26.85,20.43,22.77,2020-08-24,"11,466.45","11,412.00","11,497.25","11,410.65",532.90M,0.83%,"38,799.08","38,566.96","38,894.94","38,545.76",28.05M,0.95%
2020-08-20,52302,52500,52659,51860,55710,-0.99,26.915,20.51,22.74,2020-08-21,"11,371.60","11,409.65","11,418.50","11,362.20",668.72M,0.53%,"38,434.72","38,471.93","38,579.83","38,411.37",16.76M,0.56%
2020-08-19,52824,53576,53786,52505,56450,-1.7,27.44,20.76,22.99,2020-08-20,"11,312.20","11,317.45","11,361.45","11,289.80",791.59M,-0.84%,"38,220.39","38,283.90","38,402.45","38,155.78",15.82M,-1.02%
2020-08-18,53738,53387,54180,51888,70760,0.57,28.325,21.52,23.8,2020-08-19,"11,408.40","11,452.15","11,460.35","11,394.10",626.22M,0.20%,"38,614.79","38,727.89","38,788.51","38,550.65",12.76M,0.22%
2020-08-17,53435,52468,53640,52270,43930,1.88,26.915,20.56,22.71,2020-08-18,"11,385.35","11,259.80","11,401.70","11,253.15",579.24M,1.23%,"38,528.32","38,084.70","38,571.23","38,062.01",13.61M,1.26%
2020-08-14,52451,52801,53000,52000,47420,-1.31,26.705,20.38,22.61,2020-08-17,"11,247.10","11,248.90","11,267.10","11,144.50",633.96M,0.61%,"38,050.78","38,062.07","38,119.38","37,734.14",21.52M,0.46%
2020-08-13,53148,52353,53250,52020,54500,1.22,26.25,20.03,22.16,2020-08-14,"11,178.40","11,353.30","11,366.25","11,111.45",645.11M,-1.08%,"37,877.34","38,432.94","38,540.57","37,654.92",18.63M,-1.13%
2020-08-12,52505,50680,52840,50026,92180,0.69,25.81,19.79,21.92,2020-08-13,"11,300.45","11,334.85","11,359.30","11,269.95",562.36M,-0.07%,"38,310.49","38,456.64","38,516.85","38,215.05",15.39M,-0.15%
2020-08-11,52144,55150,55150,51929,80850,-5.61,28.28,21.61,23.99,2020-08-12,"11,308.40","11,289.00","11,322.00","11,242.65",609.86M,-0.12%,"38,369.63","38,321.13","38,414.37","38,125.81",25.32M,-0.10%
2020-08-10,55243,54900,55660,54900,35600,0.41,28.27,21.7,24.06,2020-08-11,"11,322.50","11,322.25","11,373.60","11,299.15",586.08M,0.46%,"38,407.01","38,371.34","38,556.27","38,313.06",18.73M,0.59%
2020-08-07,55018,56351,56499,54925,53590,-1.96,28.33,21.66,23.96,2020-08-10,"11,270.15","11,270.25","11,337.30","11,238.00",492.00M,0.50%,"38,182.08","38,168.42","38,430.69","38,073.29",17.23M,0.37%
2020-08-06,56117,55405,56199,55400,45660,0.94,27.885,21.17,23.55,2020-08-07,"11,214.05","11,186.65","11,231.90","11,142.05",452.63M,0.12%,"38,040.57","37,951.07","38,109.68","37,787.38",15.26M,0.04%
2020-08-05,55597,54900,55949,54701,40,1.48,26.945,20.53,22.77,2020-08-06,"11,200.15","11,185.70","11,256.80","11,127.30",600.37M,0.89%,"38,025.45","37,946.80","38,221.40","37,755.10",16.63M,0.96%
2020-08-04,54784,54094,54950,53641,110,1.59,24.33,18.67,20.68,2020-08-05,"11,101.65","11,155.75","11,225.65","11,064.05",667.64M,0.06%,"37,663.33","37,892.36","38,139.96","37,550.60",19.75M,-0.07%
2020-08-03,53927,53988,53988,53600,150,0.64,24.23,18.62,20.66,2020-08-04,"11,095.25","10,946.65","11,112.25","10,908.10",625.74M,1.87%,"37,687.91","37,092.86","37,745.60","36,987.73",15.05M,2.03%
2020-07-31,53582,53999,54000,53210,670,1.12,24.07,18.32,20.32,2020-08-03,"10,891.60","11,057.55","11,058.05","10,882.25",680.93M,-1.64%,"36,939.60","37,595.73","37,596.02","36,911.23",14.33M,-1.77%
2020-07-30,52986,53301,53388,52715,3700,-0.42,23.16,17.79,19.71,2020-07-31,"11,073.45","11,139.50","11,150.40","11,026.65",642.56M,-0.26%,"37,606.89","37,847.88","37,897.78","37,431.68",20.24M,-0.34%
2020-07-29,53207,52878,53323,52475,28840,0.9,24.335,18.77,20.72,2020-07-30,"11,102.15","11,254.30","11,299.95","11,084.95",677.76M,-0.90%,"37,736.07","38,262.83","38,413.81","37,678.42",14.78M,-0.88%
2020-07-28,52731,52390,52844,51351,54990,0.97,23.545,18.28,20.06,2020-07-29,"11,202.85","11,276.90","11,341.40","11,149.75",600.73M,-0.86%,"38,071.13","38,427.15","38,617.03","37,884.41",17.55M,-1.10%
2020-07-27,52227,51700,52375,51700,39480,2.17,24.375,18.94,20.79,2020-07-28,"11,300.55","11,154.10","11,317.75","11,151.40",683.89M,1.52%,"38,492.95","38,052.18","38,554.72","37,998.13",15.46M,1.47%
2020-07-24,51120,50800,51230,50669,39020,0.71,22.475,17.64,19.4,2020-07-27,"11,131.80","11,225.00","11,225.00","11,087.85",588.15M,-0.56%,"37,934.73","38,275.34","38,275.34","37,769.44",18.65M,-0.51%
2020-07-23,50762,50000,50970,50000,45430,1.29,22.86,17.99,19.74,2020-07-24,"11,194.15","11,149.95","11,225.40","11,090.30",678.93M,-0.19%,"38,128.90","37,949.59","38,235.73","37,748.41",19.89M,-0.03%
2020-07-22,50115,49734,50238,49640,46550,1.12,22.245,17.52,19.22,2020-07-23,"11,215.45","11,135.00","11,239.80","11,103.15",621.57M,0.74%,"38,140.47","37,814.92","38,225.03","37,738.59",19.65M,0.71%
2020-07-21,49559,49128,49599,49066,31550,1.0,20.555,16.19,17.97,2020-07-22,"11,132.60","11,231.20","11,238.10","11,056.55",765.07M,-0.27%,"37,871.52","38,178.07","38,199.27","37,601.62",22.28M,-0.16%
2020-07-20,49067,49000,49190,48891,27740,0.13,19.44,15.42,16.97,2020-07-21,"11,162.25","11,126.10","11,179.55","11,113.25",772.00M,1.27%,"37,930.33","37,823.61","37,990.55","37,742.05",22.68M,1.37%
2020-07-17,49001,48812,49086,48760,28010,0.39,19.16,15.27,16.77,2020-07-20,"11,022.20","10,999.45","11,037.90","10,953.00",554.31M,1.11%,"37,418.99","37,409.03","37,478.87","37,185.78",20.07M,1.08%
2020-07-16,48811,49121,49246,48755,30040,-0.75,19.245,15.36,16.89,2020-07-17,"10,901.70","10,752.00","10,933.45","10,749.65",676.88M,1.51%,"37,020.14","36,547.75","37,125.98","36,512.92",16.47M,1.50%
2020-07-15,49182,49240,49273,48951,37680,-0.19,19.33,15.31,16.89,2020-07-16,"10,739.95","10,706.20","10,755.30","10,595.20",694.40M,1.15%,"36,471.68","36,401.20","36,524.62","36,038.41",18.52M,1.16%
2020-07-14,49277,49150,49299,48811,41500,0.2,18.895,15.09,16.62,2020-07-15,"10,618.20","10,701.00","10,827.45","10,577.75",715.90M,0.10%,"36,051.81","36,314.76","36,810.25","35,894.96",23.52M,0.05%
2020-07-13,49180,48920,49258,48920,34250,0.61,19.095,15.15,16.85,2020-07-14,"10,607.35","10,750.85","10,755.65","10,562.90",532.37M,-1.81%,"36,033.06","36,517.28","36,538.10","35,877.42",14.10M,-1.80%
2020-07-10,48883,48900,49217,48731,38450,-0.03,18.77,14.88,16.62,2020-07-13,"10,802.70","10,851.85","10,894.05","10,756.05",554.05M,0.32%,"36,693.69","36,880.66","37,024.20","36,533.96",16.50M,0.27%
2020-07-09,48896,49095,49298,48780,46250,-0.54,18.835,14.9,16.63,2020-07-10,"10,768.05","10,764.10","10,819.40","10,713.00",590.71M,-0.42%,"36,594.33","36,555.13","36,748.89","36,401.11",20.94M,-0.39%
2020-07-08,49160,48701,49317,48635,42550,0.75,18.485,14.75,16.39,2020-07-09,"10,813.45","10,755.55","10,836.85","10,733.00",618.65M,1.01%,"36,737.69","36,450.69","36,806.30","36,422.30",17.40M,1.12%
2020-07-07,48796,48200,48829,48110,44010,1.14,18.02,14.42,15.98,2020-07-08,"10,705.75","10,818.65","10,847.85","10,676.55",767.94M,-0.87%,"36,329.01","36,738.38","36,828.43","36,234.17",24.84M,-0.94%
2020-07-06,48247,47976,48300,47830,36250,-0.18,18.255,14.61,16.16,2020-07-07,"10,799.65","10,802.85","10,813.80","10,689.70",636.76M,0.33%,"36,674.52","36,660.35","36,723.27","36,271.09",20.65M,0.51%
2020-07-03,48336,49304,49304,48100,70,-0.21,18.02,14.47,16.04,2020-07-06,"10,763.65","10,723.85","10,811.40","10,695.10",571.21M,1.47%,"36,487.28","36,313.46","36,661.66","36,254.02",22.28M,1.29%
2020-07-02,48437,48340,48529,47970,90,0.08,17.925,14.33,15.89,2020-07-03,"10,607.35","10,614.95","10,631.30","10,562.65",525.19M,0.53%,"36,021.42","36,025.38","36,110.21","35,872.38",16.45M,0.50%
2020-07-01,48400,48986,49020,48251,330,-0.94,18.22,14.69,16.26,2020-07-02,"10,551.70","10,493.05","10,598.20","10,485.55",597.42M,1.17%,"35,843.70","35,604.00","36,014.92","35,595.36",20.63M,1.21%
2020-06-30,48861,48237,48999,48237,630,1.38,17.845,14.55,15.92,2020-07-01,"10,430.05","10,323.80","10,447.05","10,299.60",573.55M,1.24%,"35,414.45","35,009.59","35,467.23","34,927.20",19.38M,1.43%
